PLAYER,SEASON,TEAM,OFFENSIVE ARCHETYPE,MINUTES,POS,AGE,LEBRON,O-LEBRON,D-LEBRON,WINS ADDED,BOXLEBRON,BOXOLEBRON,BOXDLEBRON
Roy Hibbert,2014-15,IND,Post Scorer,"1,926",C,28,-0.46,-2.14,1.68,2.4,0.75,-1.22,1.97
Marcus Camby,2012-13,NYK,Roll + Cut Big,250,PF,38,-1.31,-2.14,0.83,0.2,-0.21,-1.51,1.3
Danny Green,2021-22,PHI,Stationary Shooter,"1,353",SF,34,-1.37,-2.14,0.77,0.9,-1.34,-1.68,0.34
Rodions Kurucs,2020-21,BRK/HOU,Stretch Big,125,SF-PF,22,-2.01,-2.14,0.13,0,-1.7,-1.83,0.14
Kirk Hinrich,2015-16,TOT,Secondary Ball Handler,631,PG,35,-2.16,-2.14,-0.02,0,-2.23,-1.69,-0.54
Elfrid Payton,2021-22,PHO,Slasher,549,PG,28,-2.23,-2.14,-0.1,0.1,-2.44,-2.11,-0.34
Troy Williams,2016-17,TOT,Stationary Shooter,557,SF,22,-2.32,-2.14,-0.18,0,-1.88,-2.12,0.24
Yi Jianlian,2010-11,WAS,Stretch Big,"1,112",PF,23,-2.43,-2.14,-0.3,-0.1,-2.57,-2.24,-0.34
Terrance Ferguson,2018-19,OKC,Stationary Shooter,"1,931",SG,20,-2.56,-2.14,-0.43,-0.3,-2.06,-2.09,0.02
Chuck Hayes,2011-12,SAC,Post Scorer,"1,039",C,28,-2.81,-2.14,-0.68,-0.4,-2.02,-2.16,0.15
Terrance Ferguson,2017-18,OKC,Stationary Shooter,763,SG,19,-3.24,-2.14,-1.1,-0.5,-2.49,-1.88,-0.61
Wayne Ellington,2015-16,BRK,Movement Shooter,"1,615",SG,28,-3.51,-2.14,-1.37,-1.4,-1.92,-0.74,-1.18
Kenyon Martin,2009-10,DEN,Athletic Finisher,"1,986",PF,32,-0.84,-2.15,1.31,1.9,0.62,-0.62,1.24
DeJuan Blair,2014-15,WAS,Roll + Cut Big,180,PF,25,-2.19,-2.15,-0.04,0,-1.56,-1.8,0.24
Ekpe Udoh,2014-15,LAC,Post Scorer,128,PF,27,-2.48,-2.15,-0.33,0,-2.09,-1.94,-0.15
Jalen Smith,2020-21,PHO,Versatile Big,156,PF,20,-2.57,-2.15,-0.42,0,-2.39,-2.14,-0.25
Arron Afflalo,2016-17,SAC,Shot Creator,"1,580",SG,31,-4,-2.15,-1.85,-1.7,-2.65,-1.51,-1.14
Kobi Simmons,2017-18,MEM,Secondary Ball Handler,643,PG,20,-4.26,-2.15,-2.11,-0.8,-3.29,-2.34,-0.95
Dewayne Dedmon,2019-20,TOT,Stretch Big,774,C,30,-0.19,-2.16,1.97,1.1,-1.17,-2.44,1.27
Wesley Johnson,2016-17,LAC,Stationary Shooter,810,SF,29,-0.35,-2.16,1.81,1.1,-1.04,-2.19,1.15
Frank Ntilikina,2019-20,NYK,Primary Ball Handler,"1,187",PG,21,-1.54,-2.16,0.62,0.6,-1.79,-1.71,-0.08
Jerami Grant,2014-15,PHI,Stationary Shooter,"1,377",SF,20,-1.81,-2.16,0.35,0.4,-2.27,-2.72,0.44
Lou Amundson,2010-11,GSW,Athletic Finisher,691,PF,28,-2,-2.16,0.17,0.1,-1.42,-1.64,0.22
Michael Beasley,2014-15,MIA,Roll + Cut Big,505,PF,26,-2.34,-2.16,-0.19,0,-1.98,-1.82,-0.16
Samardo Samuels,2010-11,CLE,Post Scorer,701,PF,22,-2.36,-2.16,-0.2,0,-2.24,-1.64,-0.6
Mike Dunleavy,2016-17,TOT,Off Screen Shooter,841,SF,36,-2.38,-2.16,-0.22,0,-1.58,-0.98,-0.6
Tony Snell,2013-14,CHI,Movement Shooter,"1,231",SG,22,-2.81,-2.16,-0.65,-0.5,-1.87,-1.53,-0.34
Tyler Zeller,2012-13,CLE,Stretch Big,"2,033",C,23,-3,-2.16,-0.84,-1.1,-2.23,-1.97,-0.26
Samuel Dalembert,2009-10,PHI,Post Scorer,"2,124",C,28,0.9,-2.17,3.06,4.6,0.63,-1.37,1.99
Chuck Hayes,2009-10,HOU,Athletic Finisher,"1,773",C,26,0.33,-2.17,2.5,3.1,0.03,-1.69,1.72
Luc Mbah a Moute,2009-10,MIL,Athletic Finisher,"1,866",PF,23,-0.25,-2.17,1.92,2.6,-0.29,-1.65,1.37
Joel Anthony,2011-12,MIA,Roll + Cut Big,"1,349",C,29,-0.4,-2.17,1.77,1.7,-0.12,-2.17,2.05
Tony Snell,2015-16,CHI,Stationary Shooter,"1,301",SF,24,-1.55,-2.17,0.62,0.6,-2.5,-2.16,-0.35
Jordan Bell,2018-19,GSW,Roll + Cut Big,788,C,24,-1.9,-2.17,0.27,0.2,-1.15,-2.1,0.95
Dominic McGuire,2009-10,SAC/WAS,Athletic Finisher,307,SF,24,-2.12,-2.17,0.05,0,-1.11,-1.53,0.42
Ronnie Price,2010-11,UTA,Secondary Ball Handler,717,SG,27,-2.25,-2.17,-0.07,0,-2.89,-2.19,-0.7
Jarell Martin,2017-18,MEM,Athletic Finisher,"1,661",PF,23,-2.3,-2.17,-0.13,0,-2.59,-2.3,-0.29
Tony Snell,2021-22,POR/NOP,Stationary Shooter,822,SG,30,-2.43,-2.17,-0.26,0,-2.89,-2.55,-0.34
Shane Larkin,2014-15,NYK,Primary Ball Handler,"1,865",PG,22,-2.8,-2.17,-0.63,-0.7,-2.41,-1.7,-0.71
Joshua Primo,2021-22,SAS,Stationary Shooter,965,SG,19,-3.04,-2.17,-0.87,-0.4,-2.83,-2.16,-0.67
Damian Jones,2016-17,GSW,Roll + Cut Big,85,C,21,-3.07,-2.17,-0.89,0,-2.89,-1.98,-0.91
Kevin Seraphin,2014-15,WAS,Post Scorer,"1,235",C,25,-2.03,-2.18,0.15,0.2,-1.98,-2.31,0.32
Sterling Brown,2017-18,MIL,Stationary Shooter,776,SG,22,-2.12,-2.18,0.06,0.1,-1.97,-1.91,-0.05
Jake Layman,2016-17,POR,Movement Shooter,249,SF,22,-2.42,-2.18,-0.24,0,-2.19,-1.72,-0.47
Jason Smith,2017-18,WAS,Stretch Big,285,C,31,-2.42,-2.18,-0.24,0,-2.1,-1.91,-0.19
James Anderson,2013-14,PHI,Movement Shooter,"2,309",SG,24,-3.7,-2.18,-1.53,-2.2,-2.6,-1.44,-1.15
Olivier Sarr,2021-22,OKC,Stretch Big,421,C,23,-1.31,-2.19,0.87,0.3,-1.98,-2.25,0.28
Semih Erden,2011-12,CLE,Post Scorer,333,C,25,-1.57,-2.19,0.62,0.1,-1.41,-2.02,0.6
Michael Kidd-Gilchrist,2019-20,TOT,Athletic Finisher,281,PF,26,-1.57,-2.19,0.62,0.1,-1.89,-2.17,0.28
Chris Richard,2009-10,CHI,Post Scorer,224,PF,25,-1.58,-2.19,0.61,0.1,-1.32,-1.75,0.43
Jaylen Adams,2018-19,ATL,Secondary Ball Handler,428,PG,22,-2.62,-2.19,-0.43,-0.1,-2.04,-1.74,-0.29
Isaiah Hicks,2017-18,NYK,Roll + Cut Big,239,PF,23,-2.64,-2.19,-0.45,-0.1,-1.94,-1.93,-0.01
Sean McDermott,2020-21,MEM,Stationary Shooter,158,SF,24,-2.65,-2.19,-0.46,0,-2.31,-2.09,-0.23
Jeffery Taylor,2014-15,CHO,Stationary Shooter,430,SF,25,-2.7,-2.19,-0.51,-0.1,-1.57,-1.45,-0.12
Diante Garrett,2013-14,UTA,Primary Ball Handler,"1,048",PG,25,-3.16,-2.19,-0.96,-0.6,-2.82,-2.25,-0.56
Maurice Evans,2010-11,ATL/WAS,Stationary Shooter,"1,549",SF,32,-3.48,-2.19,-1.3,-1.2,-2.25,-1.25,-1
Juwan Howard,2009-10,POR,Post Scorer,"1,632",C,36,-3.49,-2.19,-1.29,-1.3,-2.43,-2.01,-0.42
Keljin Blevins,2021-22,POR,Movement Shooter,349,SF,26,-4.41,-2.19,-2.22,-0.4,-2.87,-1.61,-1.27
Ian Mahinmi,2014-15,IND,Post Scorer,"1,146",C,28,-0.13,-2.2,2.07,1.7,-0.67,-2.44,1.77
Andre Iguodala,2019-20,MIA,Stationary Shooter,418,SF,36,-0.78,-2.2,1.42,0.4,-1.26,-2.11,0.85
Chris Singleton,2012-13,WAS,Stretch Big,924,PF,23,-1.02,-2.2,1.18,0.8,-1.55,-2.63,1.09
Jalen Suggs,2021-22,ORL,Primary Ball Handler,"1,307",PG,20,-1.28,-2.2,0.91,0.9,-1.62,-1.77,0.15
Ryan Hollins,2010-11,CLE,Roll + Cut Big,"1,182",C,26,-1.72,-2.2,0.48,0.4,-2.33,-2.56,0.23
Bismack Biyombo,2012-13,CHA,Post Scorer,"2,186",C,20,-2.11,-2.2,0.09,0.2,-2.2,-2.82,0.62
Shelden Williams,2010-11,DEN/NYK,Athletic Finisher,910,PF,27,-2.23,-2.2,-0.03,0,-0.94,-1.55,0.61
Quinndary Weatherspoon,2019-20,SAS,Secondary Ball Handler,78,SG,23,-2.23,-2.2,-0.03,0,-1.95,-1.97,0.01
Sonny Weems,2015-16,TOT,Stationary Shooter,498,SG-SF,29,-2.5,-2.2,-0.3,-0.1,-2.73,-2.41,-0.32
Edmond Sumner,2018-19,IND,Athletic Finisher,210,PG,23,-2.62,-2.2,-0.43,0,-2.28,-2.01,-0.27
Thabo Sefolosha,2011-12,OKC,Movement Shooter,914,SG,27,-0.14,-2.21,2.08,1.3,-0.52,-1.15,0.63
Lou Amundson,2011-12,IND,Roll + Cut Big,753,PF,29,-0.98,-2.21,1.23,0.6,-0.79,-1.78,0.99
Draymond Green,2012-13,GSW,Movement Shooter,"1,061",SF,22,-1.2,-2.21,1,0.7,-1.09,-2.23,1.14
Sterling Brown,2019-20,MIL,Stationary Shooter,767,SF,24,-1.6,-2.21,0.6,0.4,-0.61,-1.31,0.7
Udonis Haslem,2013-14,MIA,Roll + Cut Big,653,PF,33,-2.11,-2.21,0.1,0.1,-1.75,-2.15,0.4
Jan Vesely,2012-13,WAS,Roll + Cut Big,601,PF,22,-2.22,-2.21,-0.01,0,-1.96,-2.91,0.95
Vlatko Cancar,2020-21,DEN,Stretch Big,281,PF,23,-3.12,-2.21,-0.91,-0.1,-2.27,-2.16,-0.11
Dahntay Jones,2011-12,IND,Stationary Shooter,"1,052",SF,31,-3.13,-2.21,-0.92,-0.7,-1.72,-1.01,-0.71
James Johnson,2011-12,TOR,Athletic Finisher,"1,561",SF,24,-0.91,-2.22,1.31,1.4,0.06,-1.47,1.53
Darrell Arthur,2009-10,MEM,Athletic Finisher,457,PF,21,-1.94,-2.22,0.28,0.1,-1.59,-1.97,0.38
Lamar Stevens,2021-22,CLE,Athletic Finisher,"1,015",PF,24,-2.05,-2.22,0.17,0.2,-1.86,-1.95,0.1
Julian Wright,2009-10,NOH,Athletic Finisher,871,SF,22,-2.2,-2.22,0.02,0,-2.12,-1.8,-0.33
Jason Collins,2013-14,BRK,Roll + Cut Big,172,C,35,-2.32,-2.22,-0.1,0,-1.99,-2.05,0.07
Rondae Hollis-Jefferson,2016-17,BRK,Shot Creator,"1,761",SF,22,-0.87,-2.23,1.36,1.7,-0.72,-1.47,0.75
Jakob Poeltl,2016-17,TOR,Roll + Cut Big,626,C,21,-1.44,-2.23,0.79,0.4,-1.73,-1.98,0.25
Udonis Haslem,2012-13,MIA,Stretch Big,"1,414",PF,32,-1.65,-2.23,0.58,0.6,-1.24,-1.98,0.74
Festus Ezeli,2014-15,GSW,Post Scorer,504,C,25,-1.94,-2.23,0.29,0.1,-0.86,-1.57,0.71
Robin Lopez,2010-11,PHO,Roll + Cut Big,991,C,22,-1.95,-2.23,0.28,0.2,-1.01,-1.36,0.35
Caleb Swanigan,2017-18,POR,Post Scorer,189,PF,20,-2.08,-2.23,0.15,0,-1.81,-1.83,0.02
Drew Gooden,2015-16,WAS,Stretch Big,305,PF,34,-2.31,-2.23,-0.07,0,-1.61,-2.08,0.47
Gary Clark,2020-21,ORL/DEN,Stationary Shooter,654,SF,26,-2.71,-2.23,-0.48,-0.1,-3.21,-2.93,-0.28
Darrell Arthur,2012-13,MEM,Stretch Big,970,PF,24,-2.79,-2.23,-0.55,-0.4,-2.14,-1.88,-0.27
Avery Bradley,2020-21,MIA/HOU,Movement Shooter,602,SG,30,-2.83,-2.23,-0.6,-0.2,-2.82,-2.39,-0.43
Tony Snell,2020-21,ATL,Stationary Shooter,992,SG,29,-3,-2.23,-0.78,-0.4,-1.9,-1.52,-0.38
Anthony Bennett,2014-15,MIN,Roll + Cut Big,894,PF,21,-3.24,-2.23,-1.02,-0.6,-1.77,-1.62,-0.14
JJ Hickson,2010-11,CLE,Post Scorer,"2,256",C,22,-3.35,-2.23,-1.12,-1.6,-2.03,-1.31,-0.72
Grant Williams,2019-20,BOS,Stretch Big,"1,043",PF,21,-1.77,-2.24,0.46,0.4,-2.16,-2.67,0.51
Earl Watson,2013-14,POR,Stationary Shooter,161,PG,34,-2.09,-2.24,0.16,0,-2.22,-2.2,-0.02
Justin Holiday,2018-19,TOT,Movement Shooter,"2,607",SG,29,-2.09,-2.24,0.15,0.4,-1.24,-1.47,0.23
Wade Baldwin IV,2018-19,POR,Slasher,94,PG,22,-2.78,-2.24,-0.53,0,-1.98,-1.73,-0.24
Allen Crabbe,2019-20,TOT,Movement Shooter,653,SG-SF,27,-3.37,-2.24,-1.13,-0.4,-2.4,-1.82,-0.58
Carsen Edwards,2019-20,BOS,Off Screen Shooter,351,SG,21,-3.44,-2.24,-1.2,-0.2,-2.65,-1.74,-0.91
DeJuan Blair,2015-16,WAS,Roll + Cut Big,218,C,26,-2.15,-2.25,0.1,0,-2.04,-2.37,0.33
Chandler Hutchison,2020-21,CHI/WAS,Athletic Finisher,346,SF,24,-2.25,-2.25,0,0,-1.77,-2.3,0.53
Jahlil Okafor,2015-16,PHI,Post Scorer,"1,591",C,20,-2.54,-2.25,-0.29,-0.3,-2.19,-1.23,-0.95
Luke Walton,2010-11,LAL,Movement Shooter,484,SF,30,-2.86,-2.25,-0.61,-0.2,-2.74,-2.04,-0.7
Mo Bamba,2021-22,ORL,Stretch Big,"1,824",C,23,-0.09,-2.26,2.17,2.7,0.41,-1.37,1.77
Derrick Favors,2010-11,NJN/UTA,Post Scorer,"1,536",PF,19,-1.65,-2.26,0.61,0.6,-1.26,-1.59,0.34
Jason Smith,2010-11,NOH,Stretch Big,"1,102",C,24,-1.99,-2.26,0.27,0.2,-1.98,-2.36,0.38
Quentin Richardson,2011-12,ORL,Stationary Shooter,866,SF,31,-2.13,-2.26,0.14,0,-1.09,-1.38,0.28
Jerome Robinson,2019-20,TOT,Secondary Ball Handler,979,SG,22,-2.54,-2.26,-0.27,-0.1,-2.36,-2.08,-0.28
Tyrone Wallace,2018-19,LAC,Athletic Finisher,628,PG,24,-2.55,-2.26,-0.3,-0.1,-3.22,-2.9,-0.31
Tre Mann,2021-22,OKC,Secondary Ball Handler,"1,367",PG,21,-4.2,-2.26,-1.94,-1.6,-2.75,-1.93,-0.82
Mamadi Diakite,2021-22,OKC,Roll + Cut Big,188,PF,25,-1.51,-2.27,0.77,0.1,-0.93,-1.81,0.88
Christian Eyenga,2010-11,CLE,Stationary Shooter,947,SF,21,-1.8,-2.27,0.47,0.3,-1.79,-1.95,0.15
Justise Winslow,2019-20,MIA,Secondary Ball Handler,352,SG,23,-2.12,-2.27,0.15,0.1,-2.53,-2.26,-0.27
Abdel Nader,2021-22,PHO,Movement Shooter,145,SF,28,-2.35,-2.27,-0.08,0,-2.01,-1.66,-0.34
Jeremy Tyler,2011-12,GSW,Post Scorer,568,C,20,-2.66,-2.27,-0.4,-0.2,-2.18,-1.91,-0.27
Dahntay Jones,2014-15,LAC,Athletic Finisher,123,SF,34,-3.27,-2.27,-1.01,-0.1,-2.75,-2.14,-0.61
Lou Amundson,2014-15,TOT,Post Scorer,937,PF,32,-0.32,-2.28,1.96,1.2,-0.88,-2.04,1.16
Kwame Brown,2012-13,PHI,Roll + Cut Big,269,C,30,-0.51,-2.28,1.77,0.3,-0.26,-1.58,1.32
Kosta Koufos,2016-17,SAC,Roll + Cut Big,"1,419",C,27,-0.58,-2.28,1.7,1.6,-0.97,-1.83,0.86
Iman Shumpert,2017-18,CLE,Shot Creator,276,SG,27,-2.14,-2.28,0.14,0,-2.19,-2.17,-0.01
Darrun Hilliard,2016-17,DET,Secondary Ball Handler,381,SG,23,-2.54,-2.28,-0.26,-0.1,-2.39,-2.14,-0.26
Willie Green,2010-11,NOH,Secondary Ball Handler,"1,674",SG,29,-2.87,-2.28,-0.58,-0.7,-2.05,-1.28,-0.76
Kendall Marshall,2015-16,PHI,Shot Creator,400,PG,24,-3.42,-2.28,-1.14,-0.3,-2.74,-1.96,-0.79
Deni Avdija,2020-21,WAS,Stationary Shooter,"1,257",SF,20,-0.96,-2.29,1.33,1.2,-1.71,-2.37,0.66
Jerami Grant,2015-16,PHI,Roll + Cut Big,"2,066",PF,21,-2.12,-2.29,0.17,0.2,-1.58,-1.9,0.32
Rasual Butler,2011-12,TOR,Stationary Shooter,453,SF,32,-2.45,-2.29,-0.16,-0.1,-1.39,-1.02,-0.37
Greg Brown III,2021-22,POR,Stretch Big,640,SF,20,-2.47,-2.29,-0.18,0,-1.72,-2.16,0.44
Jawun Evans,2017-18,LAC,Secondary Ball Handler,778,PG,21,-2.62,-2.29,-0.34,-0.2,-2.35,-2.12,-0.23
Eric Maynor,2013-14,TOT,Secondary Ball Handler,327,PG,26,-3.31,-2.29,-1.01,-0.2,-1.58,-1.19,-0.39
Ekpe Udoh,2017-18,UTA,Roll + Cut Big,810,C,30,0.48,-2.3,2.78,1.5,0.85,-1.91,2.75
Ed Davis,2021-22,CLE,Roll + Cut Big,201,C,32,-1.21,-2.3,1.09,0.2,-1.2,-2.24,1.04
Rodions Kurucs,2019-20,BRK,Athletic Finisher,684,PF,21,-2.1,-2.3,0.2,0.1,-1.69,-1.99,0.31
Robert Sacre,2012-13,LAL,Roll + Cut Big,203,C,23,-2.18,-2.3,0.12,0,-1.68,-2.01,0.33
Elie Okobo,2018-19,PHO,Primary Ball Handler,958,PG,21,-3.24,-2.3,-0.94,-0.6,-3.18,-2.03,-1.15
Nick Johnson,2014-15,HOU,Athletic Finisher,262,SG,22,-3.4,-2.3,-1.1,-0.2,-2.92,-2.17,-0.75
Norris Cole,2011-12,MIA,Secondary Ball Handler,"1,260",PG,23,-3.42,-2.3,-1.12,-1,-2.77,-1.71,-1.06
Kyle Anderson,2018-19,MEM,Athletic Finisher,"1,282",SF,25,-0.63,-2.31,1.69,1.4,-0.36,-1.96,1.6
Sean Williams,2009-10,NJN,Athletic Finisher,227,PF,23,-0.65,-2.31,1.66,0.2,-0.87,-1.99,1.12
Kostas Papanikolaou,2015-16,DEN,Stationary Shooter,294,SF,25,-1.3,-2.31,1,0.2,-1.8,-2.05,0.24
Stanley Johnson,2017-18,DET,Stationary Shooter,"1,894",SF,21,-1.3,-2.31,1.02,1.3,-0.81,-1.74,0.94
Vitor Faverani,2013-14,BOS,Versatile Big,488,C,25,-1.54,-2.31,0.77,0.2,-0.99,-1.98,0.99
Drew Eubanks,2019-20,SAS,Post Scorer,272,C,22,-1.71,-2.31,0.6,0.1,-1.1,-1.77,0.67
Nando De Colo,2012-13,SAS,Secondary Ball Handler,920,SG,25,-2.14,-2.31,0.16,0.1,-1.19,-1.2,0.01
Brandon Paul,2017-18,SAS,Stationary Shooter,576,SG,26,-2.24,-2.31,0.07,0,-2.07,-2.36,0.29
Kyle Singler,2016-17,OKC,Stationary Shooter,385,SF,28,-2.51,-2.31,-0.2,-0.1,-2.62,-2.36,-0.26
Ekpe Udoh,2010-11,GSW,Post Scorer,"1,030",C,23,-0.16,-2.32,2.16,1.5,-1.67,-2.81,1.14
Maurice Harkless,2021-22,SAC,Stationary Shooter,863,SF,28,-1.51,-2.32,0.81,0.5,-2.37,-2.9,0.53
Richard Jefferson,2017-18,DEN,Athletic Finisher,163,SF,37,-2.55,-2.32,-0.23,0,-2.2,-1.96,-0.24
Darius Bazley,2020-21,OKC,Secondary Ball Handler,"1,714",PF,20,-2.6,-2.32,-0.27,-0.2,-2.8,-2.36,-0.44
DJ White,2011-12,CHA,Post Scorer,"1,098",PF,25,-2.71,-2.32,-0.39,-0.4,-3.1,-2.18,-0.91
Bol Bol,2020-21,DEN,Movement Shooter,160,PF,21,-2.77,-2.32,-0.45,0,-1.98,-2.01,0.03
Chris Singleton,2013-14,WAS,Athletic Finisher,250,SF,24,-2.92,-2.32,-0.6,-0.1,-1.83,-1.63,-0.2
Udoka Azubuike,2020-21,UTA,Roll + Cut Big,57,C,21,-2.92,-2.32,-0.59,0,-2.08,-1.78,-0.3
