PLAYER,SEASON,TEAM,OFFENSIVE ARCHETYPE,MINUTES,POS,AGE,LEBRON,O-LEBRON,D-LEBRON,WINS ADDED,BOXLEBRON,BOXOLEBRON,BOXDLEBRON
Giannis Antetokounmpo,2017-18,MIL,Shot Creator,"2,756",PF,23,4.61,2.7,1.91,12.6,3.46,3.03,0.43
DeMarcus Cousins,2016-17,TOT,Versatile Big,"2,465",C,26,3.58,2.69,0.89,9.6,3.65,2.93,0.72
Klay Thompson,2016-17,GSW,Off Screen Shooter,"2,649",SG,26,1.67,2.69,-1.02,7.1,2.2,2.72,-0.52
Kevin Martin,2010-11,HOU,Secondary Ball Handler,"2,603",SG,27,1.11,2.69,-1.57,6,2.09,3.29,-1.19
DeMar DeRozan,2016-17,TOR,Shot Creator,"2,620",SG,27,1.46,2.68,-1.22,6.6,2.22,2.99,-0.77
Eric Gordon,2010-11,LAC,Primary Ball Handler,"2,112",SG,22,1.25,2.68,-1.43,5.1,0.26,1.6,-1.34
Paul George,2020-21,LAC,Shot Creator,"1,821",SF,30,4.36,2.65,1.71,7.9,3.16,2.96,0.21
Andre Miller,2011-12,DEN,Shot Creator,"1,809",SG,35,1.86,2.65,-0.79,5.1,0.33,0.99,-0.66
Jamal Crawford,2009-10,ATL,Shot Creator,"2,460",SG,29,-0.39,2.64,-3.02,3.1,0.05,1.92,-1.86
Mike Conley,2012-13,MEM,Primary Ball Handler,"2,757",PG,25,4.9,2.63,2.27,13.3,2.92,1.44,1.48
Danny Granger,2011-12,IND,Athletic Finisher,"2,062",SF,28,2.43,2.63,-0.2,6.7,1.52,1.86,-0.34
Devin Booker,2020-21,PHO,Shot Creator,"2,270",SG,24,1.11,2.63,-1.52,5.1,1.39,2.36,-0.96
Chris Bosh,2009-10,TOR,Post Scorer,"2,526",C,25,2.77,2.62,0.15,8.6,2.14,2.72,-0.57
JJ Redick,2013-14,LAC,Off Screen Shooter,987,SG,29,0.98,2.62,-1.64,2.2,0.19,1.5,-1.31
DeMar DeRozan,2020-21,SAS,Shot Creator,"2,056",PF,31,1.33,2.61,-1.28,4.9,1.39,1.97,-0.58
Mike Conley,2015-16,MEM,Primary Ball Handler,"1,761",PG,28,2.75,2.59,0.16,6,1.95,2.4,-0.45
Danilo Gallinari,2018-19,LAC,Shot Creator,"2,059",SF,30,2.94,2.56,0.38,7.1,2.47,2.81,-0.34
Devin Booker,2018-19,PHO,Shot Creator,"2,242",SG,22,-0.11,2.56,-2.67,3.3,-1,1.76,-2.77
Gordon Hayward,2014-15,UTA,Secondary Ball Handler,"2,618",SF,24,2.83,2.55,0.27,9.1,1.91,1.97,-0.05
Malcolm Brogdon,2021-22,IND,Primary Ball Handler,"1,206",PG,29,2.15,2.55,-0.4,3.5,1.04,1.92,-0.89
Shai Gilgeous-Alexander,2021-22,OKC,Shot Creator,"1,942",PG,23,2.5,2.54,-0.04,6.1,0.76,1.02,-0.26
Enes Kanter,2020-21,POR,Post Scorer,"1,757",C,28,2.33,2.54,-0.22,5.4,0.67,0.78,-0.11
Reggie Jackson,2014-15,TOT,Slasher,"2,268",PG,24,1.27,2.54,-1.27,5.5,0.36,1.2,-0.83
DeMar DeRozan,2021-22,CHI,Shot Creator,"2,743",PF,32,1.06,2.54,-1.48,6.1,1.27,2.34,-1.07
Pau Gasol,2009-10,LAL,Post Scorer,"2,403",C,29,3.5,2.53,0.96,9.3,2.79,1.43,1.36
Danny Granger,2009-10,IND,Secondary Ball Handler,"2,278",SF,26,2.99,2.53,0.46,8.1,1.4,1.54,-0.14
Montrezl Harrell,2017-18,LAC,Post Scorer,"1,293",C,24,2.4,2.53,-0.13,4.1,1.17,1.47,-0.3
Tyreke Evans,2017-18,MEM,Primary Ball Handler,"1,607",PG,28,2.18,2.53,-0.35,4.8,1.15,2.32,-1.16
Chauncey Billups,2010-11,DEN/NYK,Shot Creator,"2,310",PG,34,0.99,2.52,-1.53,5.1,1.8,2.49,-0.69
Chris Paul,2020-21,PHO,Shot Creator,"2,200",PG,35,3.53,2.5,1.03,8.4,3.75,3.02,0.73
Kemba Walker,2015-16,CHO,Primary Ball Handler,"2,885",PG,25,2.55,2.49,0.07,9.5,2.94,2.59,0.36
Anthony Davis,2019-20,LAL,Post Scorer,"2,131",PF,26,4.7,2.48,2.22,9.7,5.21,2.98,2.23
Dirk Nowitzki,2011-12,DAL,Post Scorer,"2,079",PF,33,2.98,2.47,0.52,7.5,1.79,1.49,0.3
Michael Porter Jr.,2020-21,DEN,Athletic Finisher,"1,912",SF,22,2.89,2.47,0.41,6.5,2.41,2.15,0.25
Tony Parker,2012-13,SAS,Primary Ball Handler,"2,174",PG,30,2.2,2.47,-0.27,6.6,2.46,2.74,-0.27
Jose Calderon,2011-12,TOR,Primary Ball Handler,"1,799",PG,30,1.56,2.47,-0.91,4.7,0.76,1.24,-0.47
Anthony Davis,2017-18,NOP,Post Scorer,"2,727",PF,24,4.69,2.44,2.25,12.6,4.61,2.81,1.81
Goran Dragic,2011-12,HOU,Shot Creator,"1,752",PG,25,2.09,2.44,-0.35,5.3,0.7,1.43,-0.73
Amar'e Stoudemire,2009-10,PHO,Post Scorer,"2,838",PF,27,1.8,2.44,-0.64,7.8,1.83,2.3,-0.47
Spencer Dinwiddie,2019-20,BRK,Shot Creator,"1,994",PG,26,1.36,2.44,-1.09,4.9,1.24,2.13,-0.89
De'Aaron Fox,2020-21,SAC,Slasher,"2,036",PG,23,1.08,2.44,-1.35,4.6,1.03,2.59,-1.56
Damian Lillard,2012-13,POR,Shot Creator,"3,167",PG,22,0.28,2.44,-2.16,5.5,-0.59,1.32,-1.91
Kawhi Leonard,2014-15,SAS,Shot Creator,"2,033",SF,23,5.9,2.43,3.47,11.1,4.26,1.9,2.36
Danilo Gallinari,2012-13,DEN,Shot Creator,"2,309",SF,24,2.79,2.43,0.36,8,1.43,1.8,-0.36
Jimmy Butler,2014-15,CHI,Shot Creator,"2,513",SG,25,2.6,2.43,0.18,8.4,2.88,2.37,0.5
Jeremy Lin,2011-12,NYK,Shot Creator,940,PG,23,2.63,2.4,0.23,3.2,1.61,1.44,0.17
Carmelo Anthony,2015-16,NYK,Shot Creator,"2,530",SF,31,1.98,2.4,-0.43,7.3,1.13,1.72,-0.58
Kevin Love,2017-18,CLE,Versatile Big,"1,651",C,29,2.8,2.39,0.4,5.6,3.32,3.15,0.17
Blake Griffin,2016-17,LAC,Post Scorer,"2,076",PF,27,2.72,2.38,0.34,7,2.53,2.49,0.05
Eric Gordon,2017-18,HOU,Secondary Ball Handler,"2,154",SG,29,0.84,2.38,-1.54,4.5,0.6,2,-1.39
Gordon Hayward,2015-16,UTA,Secondary Ball Handler,"2,893",SF,25,2.68,2.37,0.31,9.8,1.64,1.56,0.08
Zion Williamson,2019-20,NOP,Post Scorer,668,PF,19,1.38,2.36,-0.98,1.6,0.9,1.93,-1.04
Danilo Gallinari,2016-17,DEN,Shot Creator,"2,134",SF,28,2.22,2.35,-0.13,6.5,1.55,2.08,-0.53
CJ McCollum,2016-17,POR,Primary Ball Handler,"2,796",SG,25,1.61,2.35,-0.74,7.3,0.57,1.97,-1.41
Ty Lawson,2012-13,DEN,Shot Creator,"2,513",PG,25,1.21,2.34,-1.13,6,1.31,2.06,-0.75
JJ Redick,2012-13,MIL/ORL,Off Screen Shooter,"2,379",SG,28,-0.42,2.34,-2.76,3,-1.28,0.77,-2.06
JR Smith,2009-10,DEN,Shot Creator,"2,082",SG,24,1.36,2.33,-0.97,5.1,0.15,1.26,-1.11
Reggie Jackson,2015-16,DET,Slasher,"2,424",PG,25,0.86,2.33,-1.47,5.2,1.05,1.93,-0.88
Russell Westbrook,2010-11,OKC,Shot Creator,"2,847",PG,22,1.36,2.31,-0.95,7,2.73,3.15,-0.42
Victor Oladipo,2017-18,IND,Primary Ball Handler,"2,552",SG,25,4.29,2.3,1.99,11.1,3.06,2.38,0.68
Jrue Holiday,2021-22,MIL,Shot Creator,"2,208",PG,31,3.32,2.3,1.03,8.1,2,1.83,0.17
Kyle Lowry,2018-19,TOR,Primary Ball Handler,"2,213",PG,32,3.23,2.3,0.93,8.1,2.77,1.91,0.86
Russell Westbrook,2009-10,OKC,Shot Creator,"2,813",PG,21,2.07,2.3,-0.23,8.3,1.48,1.48,-0.01
Mike Conley,2010-11,MEM,Primary Ball Handler,"2,872",PG,23,2.88,2.29,0.59,10,1.41,1,0.41
Isaiah Thomas,2011-12,SAC,Shot Creator,"1,655",PG,22,0.33,2.29,-1.96,2.9,-0.45,1.33,-1.78
Christian Wood,2019-20,DET,Stretch Big,"1,325",PF,24,2.67,2.28,0.39,4.4,1.28,1.31,-0.03
Ty Lawson,2010-11,DEN,Shot Creator,"2,103",PG,23,0.5,2.28,-1.78,4,0.8,1.72,-0.92
Ricky Rubio,2015-16,MIN,Primary Ball Handler,"2,323",PG,25,3.46,2.27,1.19,9,2.29,1.61,0.68
Giannis Antetokounmpo,2016-17,MIL,Shot Creator,"2,845",SF,22,4.5,2.26,2.24,12.8,4.07,2.59,1.47
Baron Davis,2010-11,CLE/LAC,Shot Creator,"1,649",PG,31,1.84,2.26,-0.42,4.6,1.21,1.44,-0.23
Jordan Clarkson,2019-20,TOT,Secondary Ball Handler,"1,705",SG,27,0.58,2.26,-1.68,3.3,-0.06,1.48,-1.54
Kevin Love,2015-16,CLE,Versatile Big,"2,424",PF,27,3.33,2.25,1.08,9.2,3.48,2.33,1.15
Paul Millsap,2011-12,UTA,Post Scorer,"2,099",PF,26,3.57,2.24,1.34,8.4,2.11,1.41,0.7
George Hill,2012-13,IND,Secondary Ball Handler,"2,620",PG,26,3.08,2.24,0.84,9.6,1.93,1.22,0.71
Kevin Love,2014-15,CLE,Versatile Big,"2,532",PF,26,2.71,2.24,0.47,8.6,2.71,2.24,0.48
Patty Mills,2013-14,SAS,Primary Ball Handler,"1,527",PG,25,2.18,2.24,-0.06,4.6,1.57,1.97,-0.4
Stephen Curry,2010-11,GSW,Primary Ball Handler,"2,489",PG,22,1.41,2.24,-0.83,6.2,0.33,1.46,-1.13
Paul George,2019-20,LAC,Shot Creator,"1,419",SF,29,3.2,2.23,0.97,5.1,3.44,2.95,0.5
Paul George,2015-16,IND,Shot Creator,"2,819",SF,25,2.62,2.22,0.4,9.4,2.61,1.98,0.63
CJ McCollum,2021-22,POR/NOP,Secondary Ball Handler,"2,145",SG,30,0.33,2.22,-1.89,3.8,0.11,1.32,-1.2
Vince Carter,2012-13,DAL,Secondary Ball Handler,"2,093",SF,36,2.91,2.21,0.7,7.4,0.68,1.17,-0.49
Blake Griffin,2014-15,LAC,Post Scorer,"2,356",PF,25,1.83,2.21,-0.38,6.6,2.26,2.5,-0.24
Klay Thompson,2015-16,GSW,Off Screen Shooter,"2,666",SG,25,1.74,2.21,-0.47,7.3,2.53,3.01,-0.48
Wesley Matthews,2013-14,POR,Shot Creator,"2,780",SG,27,1.46,2.21,-0.75,7.1,1.26,1.8,-0.53
Enes Kanter,2015-16,OKC,Post Scorer,"1,721",C,23,0.88,2.21,-1.33,3.7,0.78,1.75,-0.97
Ryan Anderson,2014-15,NOP,Stretch Big,"1,675",PF,26,-0.88,2.21,-3.1,1.6,-0.75,1.2,-1.95
Aaron Brooks,2010-11,HOU/PHO,Shot Creator,"1,284",PG,26,-1.22,2.21,-3.44,0.9,-0.82,1.07,-1.89
Joel Embiid,2017-18,PHI,Post Scorer,"1,912",C,23,3.9,2.2,1.7,7.9,3.2,1.74,1.46
Pau Gasol,2010-11,LAL,Post Scorer,"3,037",C,30,3.72,2.2,1.52,12.3,3.31,1.93,1.38
Kevin Love,2018-19,CLE,Versatile Big,598,PF,30,3.15,2.2,0.96,2.2,2.67,2.04,0.63
Blake Griffin,2010-11,LAC,Post Scorer,"3,111",PF,21,1.8,2.2,-0.4,8.6,0.94,1.42,-0.47
Brandon Jennings,2014-15,DET,Primary Ball Handler,"1,173",PG,25,1.43,2.2,-0.78,3,1.68,2.45,-0.77
Eric Bledsoe,2016-17,PHO,Primary Ball Handler,"2,176",PG,27,2.12,2.19,-0.06,6.4,1.37,2.16,-0.79
Brandon Jennings,2013-14,DET,Primary Ball Handler,"2,728",PG,24,0.52,2.19,-1.67,5.2,0.05,1.52,-1.47
Dwight Howard,2010-11,ORL,Post Scorer,"2,935",C,25,6.57,2.18,4.39,17,5.65,1.9,3.76
Kevin Love,2012-13,MIN,Post Scorer,618,PF,24,2.81,2.18,0.63,2.1,2.61,2.03,0.58
Darius Garland,2021-22,CLE,Primary Ball Handler,"2,430",PG,22,2.47,2.17,0.29,7.6,1.31,1.81,-0.49
De'Aaron Fox,2019-20,SAC,Slasher,"1,634",PG,22,1.06,2.17,-1.11,3.7,1.64,1.82,-0.18
D'Angelo Russell,2019-20,TOT,Secondary Ball Handler,"1,452",PG,23,0.32,2.17,-1.85,2.5,0.9,2.14,-1.24
Nikola Mirotic,2017-18,TOT,Movement Shooter,"1,494",PF,26,2.37,2.15,0.22,4.7,1.28,1.19,0.09
Goran Dragic,2012-13,PHO,Primary Ball Handler,"2,581",PG,26,1.96,2.15,-0.19,7.5,0.49,0.97,-0.48
Brandon Ingram,2020-21,NOP,Secondary Ball Handler,"2,092",SF,23,1.27,2.15,-0.87,5,1.31,2.07,-0.76
DeMar DeRozan,2015-16,TOR,Shot Creator,"2,804",SG,26,1.04,2.15,-1.11,6.3,2.15,2.58,-0.43
Jason Terry,2010-11,DAL,Secondary Ball Handler,"2,564",SG,33,0.88,2.15,-1.27,5.5,0.25,1.04,-0.79
Jimmy Butler,2015-16,CHI,Shot Creator,"2,474",SG,26,2.63,2.14,0.48,8.3,2.21,2.08,0.14
Rodney Stuckey,2010-11,DET,Shot Creator,"2,183",PG,24,0.54,2.14,-1.6,4.2,0.05,1.53,-1.48
Lou Williams,2010-11,PHI,Shot Creator,"1,747",SG,24,0.33,2.14,-1.81,3.1,0.82,2.01,-1.19
Kyle Lowry,2019-20,TOR,Primary Ball Handler,"2,098",PG,33,3.05,2.13,0.91,7.4,2.98,1.96,1.02
Paul George,2016-17,IND,Shot Creator,"2,689",SF,26,2.37,2.13,0.24,8.4,1.48,1.71,-0.23
Devin Harris,2010-11,NJN/UTA,Primary Ball Handler,"2,254",PG,27,1.64,2.13,-0.48,6,0.57,1.38,-0.81
Luka Doncic,2018-19,DAL,Shot Creator,"2,318",SG,19,1.63,2.13,-0.51,6.1,2.24,2.34,-0.1
J.J. Barea,2014-15,DAL,Primary Ball Handler,"1,362",PG,30,1.01,2.13,-1.12,3.1,-0.39,1.05,-1.44
Dwyane Wade,2014-15,MIA,Shot Creator,"1,971",SG,33,0.09,2.13,-2.03,3.2,-0.01,1.51,-1.52
Danilo Gallinari,2011-12,DEN,Secondary Ball Handler,"1,351",SF,23,3.57,2.12,1.46,5.4,1.93,1.68,0.25
Ja Morant,2020-21,MEM,Slasher,"2,053",PG,21,1.33,2.12,-0.79,4.9,0.39,1.14,-0.75
Steve Novak,2011-12,NYK,Off Screen Shooter,"1,020",PF,28,0.8,2.12,-1.32,2.1,-0.03,0.99,-1.02
CJ McCollum,2019-20,POR,Primary Ball Handler,"2,557",SG,28,0.57,2.12,-1.55,4.9,0,1.8,-1.8
Matt Bonner,2011-12,SAS,Stationary Shooter,"1,326",PF,31,2.51,2.1,0.41,4.4,0.74,0.76,-0.02
Kyrie Irving,2013-14,CLE,Shot Creator,"2,496",PG,21,1.11,2.1,-1,5.7,1.44,1.96,-0.52
Kristaps Porzingis,2021-22,DAL/WAS,Versatile Big,"1,481",PF,26,3.91,2.09,1.82,6,3.75,2.54,1.21
Anthony Davis,2013-14,NOP,Roll + Cut Big,"2,358",PF,20,3.53,2.09,1.43,9.3,3.18,1.88,1.29
D'Angelo Russell,2021-22,MIN,Primary Ball Handler,"2,077",PG,26,0.44,2.08,-1.64,3.8,1.34,2.17,-0.83
Anthony Davis,2016-17,NOP,Post Scorer,"2,708",C,23,4.49,2.07,2.42,12.1,3.49,1.72,1.76
Kevin Love,2010-11,MIN,Post Scorer,"2,611",PF,22,1.86,2.07,-0.21,7.3,1.75,2.38,-0.63
Jrue Holiday,2015-16,NOP,Slasher,"1,831",PG,25,1.64,2.07,-0.42,4.9,0.54,1.52,-0.98
George Hill,2016-17,UTA,Primary Ball Handler,"1,544",PG,30,3.03,2.06,0.97,5.5,2.2,2.17,0.03
Stephen Curry,2011-12,GSW,Shot Creator,732,PG,23,2.91,2.06,0.85,2.6,1.12,1.73,-0.61
Gilbert Arenas,2009-10,WAS,Shot Creator,"1,169",PG,28,1.43,2.06,-0.63,2.9,1.28,2.15,-0.87
Jameer Nelson,2011-12,ORL,Primary Ball Handler,"1,706",PG,29,1.32,2.06,-0.74,4.2,0.16,0.56,-0.4
Khris Middleton,2017-18,MIL,Shot Creator,"2,982",SF,26,2.02,2.05,-0.03,8.6,0.55,1.21,-0.66
John Collins,2018-19,ATL,Roll + Cut Big,"1,828",PF,21,0.42,2.05,-1.63,3.3,0.19,1.36,-1.17
Devonte' Graham,2019-20,CHO,Secondary Ball Handler,"2,211",PG,24,0.12,2.05,-1.93,3.6,-0.65,1.16,-1.82
Fred VanVleet,2017-18,TOR,Primary Ball Handler,"1,520",PG,23,2.35,2.03,0.32,4.7,1.05,1.29,-0.24
Deron Williams,2013-14,BRK,Shot Creator,"2,059",PG,29,2.32,2.03,0.29,6.4,1.16,1.54,-0.38
Nate Robinson,2011-12,GSW,Shot Creator,"1,192",PG,27,0.92,2.03,-1.1,2.6,0.22,1.73,-1.51
Derrick Rose,2018-19,MIN,Slasher,"1,392",PG,30,0.79,2.03,-1.23,2.9,-0.77,1.33,-2.1
Jose Calderon,2009-10,TOR,Primary Ball Handler,"1,817",PG,28,0.53,2.03,-1.5,3.5,0.29,1.6,-1.31
Patrick Patterson,2014-15,TOR,Stretch Big,"2,156",PF,25,1.04,2.02,-0.99,4.9,0.28,0.69,-0.42
Jamal Crawford,2010-11,ATL,Shot Creator,"2,297",SG,30,-0.36,2.02,-2.38,3,-1.3,0.36,-1.65
Draymond Green,2015-16,GSW,Stretch Big,"2,808",PF,25,5.92,2.01,3.91,15.3,4.61,2.11,2.5
Paul Pierce,2012-13,BOS,Secondary Ball Handler,"2,575",SF,35,2.77,2.01,0.76,8.9,1.89,1.47,0.42
JJ Redick,2015-16,LAC,Off Screen Shooter,"2,097",SG,31,1.31,2.01,-0.7,5.1,0.55,1.89,-1.34
Fred VanVleet,2020-21,TOR,Primary Ball Handler,"1,899",SG,26,3.29,2,1.29,6.9,1.84,1.84,0
Patty Mills,2019-20,SAS,Secondary Ball Handler,"1,485",PG,31,0.93,2,-1.07,3.2,-0.78,0.9,-1.68
Bogdan Bogdanovic,2021-22,ATL,Secondary Ball Handler,"1,848",SG,29,1.39,1.99,-0.6,4.5,0.49,1.27,-0.78
Lou Williams,2015-16,LAL,Secondary Ball Handler,"1,907",SG,29,-0.34,1.99,-2.34,2.5,-0.61,1.22,-1.83
Kemba Walker,2020-21,BOS,Primary Ball Handler,"1,369",PG,30,1.68,1.98,-0.3,3.6,1.78,2.38,-0.6
Immanuel Quickley,2021-22,NYK,Primary Ball Handler,"1,802",PG,22,1.68,1.97,-0.29,4.7,0.06,0.74,-0.68
John Wall,2014-15,WAS,Slasher,"2,837",PG,24,3.04,1.96,1.08,10.3,2.38,1.42,0.96
Terry Rozier,2021-22,CHO,Primary Ball Handler,"2,458",SG,28,1.82,1.96,-0.14,6.7,1.11,2.02,-0.91
Miles Bridges,2021-22,CHO,Stationary Shooter,"2,837",PF,24,1.72,1.96,-0.24,7.5,1.05,1.3,-0.26
Joe Johnson,2011-12,ATL,Shot Creator,"2,127",SG,30,1.22,1.96,-0.74,5.1,1.13,1.72,-0.59
Zach LaVine,2019-20,CHI,Primary Ball Handler,"2,085",SG,24,0.58,1.96,-1.38,4,0.5,1.34,-0.84
Jarrett Jack,2009-10,TOR,Primary Ball Handler,"2,243",PG,26,0.36,1.96,-1.6,4,-0.14,1.33,-1.48
Nikola Vucevic,2018-19,ORL,Post Scorer,"2,510",C,28,4.36,1.95,2.41,11,3.48,1.9,1.58
Jordan Clarkson,2021-22,UTA,Secondary Ball Handler,"2,141",SG,29,1.05,1.95,-0.9,4.8,0.45,1.78,-1.33
Eric Bledsoe,2017-18,TOT,Primary Ball Handler,"2,322",PG,28,2.37,1.94,0.42,7.3,1.67,1.71,-0.04
Kevin Martin,2012-13,OKC,Athletic Finisher,"2,136",SG,29,0.9,1.94,-1.04,4.6,0.14,1.39,-1.25
Paul George,2013-14,IND,Shot Creator,"2,898",SF,23,4.36,1.93,2.43,12.9,3.5,1.84,1.66
Kyle Lowry,2012-13,TOR,Primary Ball Handler,"2,020",PG,26,1.79,1.93,-0.13,5.6,1.88,1.71,0.17
Jose Calderon,2010-11,TOR,Primary Ball Handler,"2,102",PG,29,1.4,1.93,-0.53,5.3,0.21,1.15,-0.94
Carmelo Anthony,2010-11,DEN/NYK,Shot Creator,"2,751",SF,26,0.62,1.93,-1.31,5.4,1.59,2.19,-0.6
Baron Davis,2009-10,LAC,Shot Creator,"2,523",PG,30,2.28,1.92,0.36,7.8,0.78,1.11,-0.33
Seth Curry,2019-20,DAL,Secondary Ball Handler,"1,576",SG,29,0.31,1.92,-1.61,2.8,-0.13,1.16,-1.29
Mike Conley,2017-18,MEM,Shot Creator,373,PG,30,1.84,1.91,-0.07,1,1.27,1.82,-0.55
Danilo Gallinari,2015-16,DEN,Shot Creator,"1,839",SF,27,1.75,1.91,-0.16,5,1.55,2.14,-0.59
Zach Randolph,2009-10,MEM,Post Scorer,"3,051",PF,28,1.49,1.9,-0.4,7.8,0.51,1.36,-0.85
Carlos Delfino,2012-13,HOU,Stationary Shooter,"1,689",SF,30,1.44,1.9,-0.47,4.3,0.44,0.88,-0.44
JJ Redick,2014-15,LAC,Off Screen Shooter,"2,409",SG,30,0.96,1.9,-0.94,5.3,0.42,1.97,-1.55
Isaiah Thomas,2012-13,SAC,Shot Creator,"2,121",PG,23,-0.04,1.9,-1.95,3.2,-0.23,1.78,-2.01
DeMarcus Cousins,2017-18,NOP,Versatile Big,"1,737",C,27,3.43,1.89,1.54,6.6,3.39,1.95,1.44
Kyle Lowry,2010-11,HOU,Shot Creator,"2,563",PG,24,2.35,1.89,0.46,8,1.63,1.88,-0.25
Jamal Crawford,2012-13,LAC,Secondary Ball Handler,"2,230",SG,32,0.33,1.89,-1.56,4,0.07,1.67,-1.61
Rudy Gay,2014-15,SAC,Shot Creator,"2,408",SF,28,0.28,1.89,-1.61,4.2,0.57,1.6,-1.03
Carmelo Anthony,2011-12,NYK,Shot Creator,"1,876",SF,27,1.98,1.88,0.1,5.5,2.1,1.96,0.14
Kevin Martin,2011-12,HOU,Secondary Ball Handler,"1,264",SG,28,0.25,1.88,-1.63,2.2,0.59,1.79,-1.21
J.J. Barea,2018-19,DAL,Secondary Ball Handler,752,PG,34,1.25,1.87,-0.62,1.8,0.07,1.24,-1.18
JR Smith,2010-11,DEN,Shot Creator,"1,968",SF,25,1.13,1.87,-0.74,4.6,1.16,1.29,-0.14
Rodney Stuckey,2011-12,DET,Secondary Ball Handler,"1,643",SG,25,1.04,1.87,-0.84,3.7,0.12,1.13,-1.01
Chauncey Billups,2012-13,LAC,Stationary Shooter,418,SG,36,0.62,1.87,-1.25,0.8,0.35,1.35,-1
Mike Conley,2020-21,UTA,Primary Ball Handler,"1,498",PG,33,3.22,1.86,1.36,5.4,3.04,2.88,0.16
Blake Griffin,2012-13,LAC,Post Scorer,"2,598",PF,23,3.14,1.86,1.28,9.6,2.89,2.1,0.79
DeMar DeRozan,2019-20,SAS,Shot Creator,"2,316",SF,30,0.87,1.86,-0.98,4.9,1.03,1.62,-0.59
Jamal Murray,2019-20,DEN,Primary Ball Handler,"1,903",PG,22,1.13,1.85,-0.72,4.4,0.92,1.67,-0.75
Zach LaVine,2021-22,CHI,Shot Creator,"2,328",SF,27,0.68,1.85,-1.16,4.6,1.06,2.33,-1.27
Nikola Mirotic,2014-15,CHI,Movement Shooter,"1,654",PF,23,2.97,1.84,1.14,5.9,2.03,1.3,0.73
George Hill,2019-20,MIL,Primary Ball Handler,"1,271",PG,33,2.76,1.84,0.92,4.3,1.5,1.12,0.38
D'Angelo Russell,2018-19,BRK,Secondary Ball Handler,"2,448",PG,22,1.62,1.84,-0.23,6.4,1.72,2.51,-0.79
Jordan Crawford,2016-17,NOP,Secondary Ball Handler,442,SG,28,-0.37,1.84,-2.21,0.6,-0.45,1.31,-1.76
Chris Paul,2018-19,HOU,Shot Creator,"1,857",PG,33,2.78,1.83,0.95,6.2,3.16,2.81,0.35
Manu Ginobili,2012-13,SAS,Secondary Ball Handler,"1,393",SG,35,2.24,1.83,0.41,4.3,2.11,1.92,0.19
Blake Griffin,2018-19,DET,Versatile Big,"2,622",PF,29,1.98,1.83,0.15,7.5,2.01,2.31,-0.3
Malcolm Brogdon,2020-21,IND,Primary Ball Handler,"1,930",PG,28,1.38,1.83,-0.45,4.7,0.58,1.92,-1.34
Goran Dragic,2015-16,MIA,Slasher,"2,363",PG,29,1.16,1.83,-0.67,5.5,0.21,0.43,-0.23
Eric Gordon,2018-19,HOU,Stationary Shooter,"2,158",SG,30,0.92,1.83,-0.91,4.6,-0.52,1.11,-1.63
Shai Gilgeous-Alexander,2020-21,OKC,Shot Creator,"1,180",SG,22,0.48,1.83,-1.35,2.2,1.1,1.71,-0.61
Jose Calderon,2012-13,DET/TOR,Primary Ball Handler,"2,159",PG,31,0.21,1.83,-1.61,3.6,1.06,1.84,-0.78
Andre Iguodala,2012-13,DEN,Shot Creator,"2,779",SG,29,2.51,1.82,0.7,9.1,1.68,1.19,0.49
Lou Williams,2009-10,PHI,Shot Creator,"1,912",PG,23,0.67,1.81,-1.15,3.8,0.47,1.26,-0.8
Tim Duncan,2009-10,SAS,Post Scorer,"2,438",C,33,4.45,1.79,2.66,11,4.02,2.16,1.86
Pascal Siakam,2020-21,TOR,Shot Creator,"2,006",PF,26,2.45,1.79,0.67,6.3,0.65,0.81,-0.16
Jamal Murray,2020-21,DEN,Primary Ball Handler,"1,704",PG,23,1.25,1.79,-0.53,4,1.67,2.15,-0.48
Kyrie Irving,2012-13,CLE,Shot Creator,"2,048",PG,20,0.48,1.79,-1.31,3.8,0.86,2.12,-1.27
Darren Collison,2015-16,SAC,Primary Ball Handler,"2,219",PG,28,0.23,1.79,-1.56,3.8,-0.88,0.54,-1.42
Antawn Jamison,2011-12,CLE,Stretch Big,"2,151",PF,35,-0.18,1.79,-1.97,3,-1.01,0.36,-1.37
Greivis Vasquez,2012-13,NOH,Primary Ball Handler,"2,685",PG,26,-0.54,1.79,-2.33,3.1,-0.22,1.18,-1.41
Jrue Holiday,2020-21,MIL,Shot Creator,"1,907",PG,30,3.18,1.78,1.4,6.8,2.54,2.12,0.42
Jeff Teague,2014-15,ATL,Shot Creator,"2,228",PG,26,1.96,1.78,0.19,6.5,2.64,2.13,0.51
Jrue Holiday,2014-15,NOP,Slasher,"1,303",PG,24,1.94,1.78,0.16,3.8,1.04,1.31,-0.27
Ray Allen,2009-10,BOS,Off Screen Shooter,"2,819",SG,34,1.76,1.78,-0.02,7.7,0.46,0.75,-0.29
Brandan Wright,2013-14,DAL,Roll + Cut Big,"1,077",C,26,0.86,1.78,-0.92,2.3,1.02,0.88,0.14
Lou Williams,2019-20,LAC,Primary Ball Handler,"1,864",PG,33,-0.04,1.78,-1.82,2.8,0.59,1.66,-1.07
Rajon Rondo,2009-10,BOS,Shot Creator,"2,963",PG,23,2.73,1.77,0.96,10,2.77,1.66,1.11
J.J. Barea,2017-18,DAL,Primary Ball Handler,"1,603",PG,33,0.75,1.77,-1.02,3.3,0.23,1.6,-1.37
